name,colorIdentity,keywords,supertypes
True-Name Nemesis,U,,
Rhystic Study,U,,
Lord of Atlantis,U,,
Food Chain,G,,
Firemind's Research,"R, U",,
"Emmara, Soul of the Accord","G, W",,Legendary
Boros Challenger,"R, W",Mentor,
Hydroblast,U,,
Pyroblast,R,,
Ash Barrens,,"Basic landcycling, Cycling, Landcycling",
Flusterstorm,U,Storm,
Hostage Taker,"B, U",,
Grafdigger's Cage,,,
Walking Ballista,,,
Chalice of the Void,,,
Brainstorm,U,,
Blue Elemental Blast,U,,
Gifts Ungiven,U,,
Mystical Tutor,U,,
Threads of Disloyalty,U,Enchant,
Negate,U,,
"Jace, Cunning Castaway",U,,Legendary
"Chandra, Torch of Defiance",R,,Legendary
"Nissa, Vital Force",G,,Legendary
"Liliana, Untouched by Death",B,Mill,Legendary
Gideon of the Trials,W,,Legendary
Jokulhaups,R,,
Ancient Stirrings,G,,
Simic Ascendancy,"G, U",,
"Lavinia, Azorius Renegade","U, W",,Legendary
Rakdos Firewheeler,"B, R",,
Gate Colossus,,,
Time Wipe,"U, W",,
Liliana's Triumph,B,,
Karn's Bastion,,Proliferate,
"Domri, Anarch of Bolas","G, R",Fight,Legendary
"Dovin, Hand of Control","U, W",,Legendary
"Kaya, Bane of the Dead","B, W",,Legendary
"Ral, Storm Conduit","R, U",Scry,Legendary
"Teferi, Time Raveler","U, W",,Legendary
"Ugin, the Ineffable",,,Legendary
"Angrath, Captain of Chaos","B, R",Amass,Legendary
"Arlinn, Voice of the Pack",G,,Legendary
"Huatli, the Sun's Heart","G, W",,Legendary
"Jaya, Venerated Firemage",R,,Legendary
"Karn, the Great Creator",,,Legendary
"Tibalt, Rakish Instigator",R,,Legendary
"Teyo, the Shieldmage",W,,Legendary
"Ob Nixilis, the Hate-Twisted",B,,Legendary
"Kasmina, Enigmatic Mentor",U,,Legendary
"Samut, Tyrant Smasher","G, R",Scry,Legendary
Sarkhan the Masterless,R,,Legendary
"Ashiok, Dream Render","B, U",Mill,Legendary
"Nissa, Who Shakes the World",G,,Legendary
"Chandra, Fire Artisan",R,,Legendary
"Jace, Wielder of Mysteries",U,Mill,Legendary
The Wanderer,W,,Legendary
"Narset, Parter of Veils",U,,Legendary
"Davriel, Rogue Shadowmage",B,,Legendary
"Tamiyo, Collector of Tales","G, U",,Legendary
"Jiang Yanggu, Wildcrafter",G,,Legendary
"Sorin, Vengeful Bloodlord","B, W",,Legendary
"Vivien, Champion of the Wilds",G,,Legendary
"Nicol Bolas, Dragon-God","B, R, U",,Legendary
"Liliana, Dreadhorde General",B,,Legendary
Gideon Blackblade,W,,Legendary
"Saheeli, Sublime Artificer","R, U",,Legendary
"Vraska, Swarm's Eminence","B, G",,Legendary
"Nahiri, Storm of Stone","R, W",,Legendary
"Kiora, Behemoth Beckoner","G, U",,Legendary
"Ajani, the Greathearted","G, W",,Legendary
Hallowed Fountain,"U, W",,
Watery Grave,"B, U",,
Blood Crypt,"B, R",,
Temple Garden,"G, W",,
Godless Shrine,"B, W",,
Steam Vents,"R, U",,
Sacred Foundry,"R, W",,
Breeding Pool,"G, U",,
Stomping Ground,"G, R",,
Overgrown Tomb,"B, G",,
Bolas's Citadel,B,,Legendary
Lightning Bolt,R,,
Arcbound Ravager,,Modular,
Wooded Foothills,,,
Astral Drift,W,Cycling,
Plains,W,,Basic
Forest,G,,Basic
Mountain,R,,Basic
Swamp,B,,Basic
Island,U,,Basic
Chandra's Regulator,R,,Legendary
Rest in Peace,W,,
Martyr's Bond,W,,
Gideon Jura,W,,Legendary
Blackblade Reforged,,Equip,Legendary
True Conviction,W,,
Shielded by Faith,W,Enchant,
Worship,W,,
Path to Exile,W,,
"Domri, Anarch of Bolas","G, R",Fight,Legendary
"Dovin, Hand of Control","U, W",,Legendary
"Kaya, Bane of the Dead","B, W",,Legendary
"Ral, Storm Conduit","R, U",Scry,Legendary
"Teferi, Time Raveler","U, W",,Legendary
"Ugin, the Ineffable",,,Legendary
"Angrath, Captain of Chaos","B, R",Amass,Legendary
"Arlinn, Voice of the Pack",G,,Legendary
"Huatli, the Sun's Heart","G, W",,Legendary
"Jaya, Venerated Firemage",R,,Legendary
"Karn, the Great Creator",,,Legendary
"Tibalt, Rakish Instigator",R,,Legendary
"Teyo, the Shieldmage",W,,Legendary
"Ob Nixilis, the Hate-Twisted",B,,Legendary
"Kasmina, Enigmatic Mentor",U,,Legendary
"Samut, Tyrant Smasher","G, R",Scry,Legendary
Sarkhan the Masterless,R,,Legendary
"Ashiok, Dream Render","B, U",Mill,Legendary
"Nissa, Who Shakes the World",G,,Legendary
"Chandra, Fire Artisan",R,,Legendary
"Jace, Wielder of Mysteries",U,Mill,Legendary
The Wanderer,W,,Legendary
"Narset, Parter of Veils",U,,Legendary
"Davriel, Rogue Shadowmage",B,,Legendary
"Tamiyo, Collector of Tales","G, U",,Legendary
"Jiang Yanggu, Wildcrafter",G,,Legendary
"Sorin, Vengeful Bloodlord","B, W",,Legendary
"Vivien, Champion of the Wilds",G,,Legendary
"Nicol Bolas, Dragon-God","B, R, U",,Legendary
"Liliana, Dreadhorde General",B,,Legendary
Gideon Blackblade,W,,Legendary
"Saheeli, Sublime Artificer","R, U",,Legendary
"Vraska, Swarm's Eminence","B, G",,Legendary
"Nahiri, Storm of Stone","R, W",,Legendary
"Kiora, Behemoth Beckoner","G, U",,Legendary
"Ajani, the Greathearted","G, W",,Legendary
Fae of Wishes // Granted,U,Flying,
Fae of Wishes // Granted,U,,
Oakhame Ranger // Bring Back,"G, W",,
Oakhame Ranger // Bring Back,"G, W",,
Hypnotic Sprite // Mesmeric Glare,U,Flying,
Hypnotic Sprite // Mesmeric Glare,U,,
Animating Faerie // Bring to Life,U,Flying,
Animating Faerie // Bring to Life,U,,
Rimrock Knight // Boulder Rush,R,,
Rimrock Knight // Boulder Rush,R,,
Curious Pair // Treats to Share,G,,
Curious Pair // Treats to Share,G,Food,
Lonesome Unicorn // Rider in Need,W,Vigilance,
Lonesome Unicorn // Rider in Need,W,Vigilance,
Queen of Ice // Rage of Winter,U,,
Queen of Ice // Rage of Winter,U,,
Smitten Swordmaster // Curry Favor,B,Lifelink,
Smitten Swordmaster // Curry Favor,B,,
Reaper of Night // Harvest Fear,B,,
Reaper of Night // Harvest Fear,B,,
Embereth Shieldbreaker // Battle Display,R,,
Embereth Shieldbreaker // Battle Display,R,,
Merchant of the Vale // Haggle,R,,
Merchant of the Vale // Haggle,R,,
Garenbrig Carver // Shield's Might,G,,
Garenbrig Carver // Shield's Might,G,,
Beanstalk Giant // Fertile Footsteps,G,,
Beanstalk Giant // Fertile Footsteps,G,,
Ardenvale Tactician // Dizzying Swoop,W,Flying,
Ardenvale Tactician // Dizzying Swoop,W,,
Giant Killer // Chop Down,W,,
Giant Killer // Chop Down,W,,
Realm-Cloaked Giant // Cast Off,W,Vigilance,
Realm-Cloaked Giant // Cast Off,W,,
Shepherd of the Flock // Usher to Safety,W,,
Shepherd of the Flock // Usher to Safety,W,,
Foulmire Knight // Profane Insight,B,Deathtouch,
Foulmire Knight // Profane Insight,B,,
Bonecrusher Giant // Stomp,R,,
Bonecrusher Giant // Stomp,R,,
Flaxen Intruder // Welcome Home,G,,
Flaxen Intruder // Welcome Home,G,,
Tuinvale Treefolk // Oaken Boon,G,,
Tuinvale Treefolk // Oaken Boon,G,,
Merfolk Secretkeeper // Venture Deeper,U,,
Merfolk Secretkeeper // Venture Deeper,U,Mill,
Brazen Borrower // Petty Theft,U,"Flash, Flying",
Brazen Borrower // Petty Theft,U,,
Lovestruck Beast // Heart's Desire,G,,
Lovestruck Beast // Heart's Desire,G,,
Silverflame Squire // On Alert,W,,
Silverflame Squire // On Alert,W,,
Order of Midnight // Alter Fate,B,Flying,
Order of Midnight // Alter Fate,B,,
Rosethorn Acolyte // Seasonal Ritual,G,,
Rosethorn Acolyte // Seasonal Ritual,G,,
Murderous Rider // Swift End,B,Lifelink,
Murderous Rider // Swift End,B,,
Faerie Guidemother // Gift of the Fae,W,Flying,
Faerie Guidemother // Gift of the Fae,W,Flying,
The Royal Scions,"R, U",,Legendary
"Garruk, Cursed Huntsman","B, G",,Legendary
"Oko, Thief of Crowns","G, U",Food,Legendary
Titania's Song,G,,
Piper of the Swarm,B,,
"Calix, Destiny's Hand","G, W",,Legendary
"Elspeth, Sun's Nemesis",W,Escape,Legendary
"Ashiok, Nightmare Muse","B, U",,Legendary
"Heliod, Sun-Crowned",W,Indestructible,Legendary
"Erebos, Bleak-Hearted",B,Indestructible,Legendary
"Thassa, Deep-Dwelling",U,Indestructible,Legendary
"Nylea, Keen-Eyed",G,Indestructible,Legendary
"Purphoros, Bronze-Blooded",R,Indestructible,Legendary
"Renata, Called to the Hunt",G,,Legendary
"Klothys, God of Destiny","G, R",Indestructible,Legendary
"Anax, Hardened in the Forge",R,,Legendary
"Tymaret, Chosen from Death",B,,Legendary
"Callaphe, Beloved of the Sea",U,,Legendary
"Daxos, Blessed by the Sun",W,,Legendary
Temple of Enlightenment,"U, W",Scry,
Temple of Deceit,"B, U",Scry,
Temple of Malice,"B, R",Scry,
Temple of Abandon,"G, R",Scry,
Temple of Plenty,"G, W",Scry,
"Aphemia, the Cacophony",B,Flying,Legendary
"Thryx, the Sudden Storm",U,"Flash, Flying",Legendary
Mantle of the Wolf,G,Enchant,
Shatter the Sky,W,,
"Kunoros, Hound of Athreos","B, W","Lifelink, Menace, Vigilance",Legendary
Setessan Champion,G,Constellation,
Gallia of the Endless Dance,"G, R",Haste,Legendary
Tectonic Giant,R,,
Ashiok's Erasure,U,Flash,
Purphoros's Intervention,R,,
Dream Trawler,"U, W","Flying, Lifelink",
Heliod's Intervention,W,,
Nightmare Shepherd,B,Flying,
Storm Herald,R,Haste,
Thassa's Oracle,U,,
Nessian Boar,G,,
Nadir Kraken,U,,
Phoenix of Ash,R,"Escape, Flying, Haste",
Nyx Lotus,,,Legendary
Nylea's Intervention,G,,
Labyrinth of Skophos,,,
Enigmatic Incarnation,"G, U",,
Woe Strider,B,"Escape, Scry",
Eat to Extinction,B,Surveil,
Storm's Wrath,R,,
"Polukranos, Unchained","B, G","Escape, Fight",Legendary
Haktos the Unscarred,"R, W",,Legendary
"Atris, Oracle of Half-Truths","B, U",Menace,Legendary
Allure of the Unknown,"B, R",,
"Dalakos, Crafter of Wonders","R, U",,Legendary
Archon of Sun's Grace,W,"Constellation, Flying, Lifelink",
Ox of Agonas,R,Escape,
Protean Thaumaturge,U,Constellation,
Erebos's Intervention,B,,
Treacherous Blessing,B,,
Wavebreak Hippocamp,U,,
Dryad of the Ilysian Grove,G,,
Eidolon of Obstruction,W,First strike,
Thassa's Intervention,U,,
"Kroxa, Titan of Death's Hunger","B, R",Escape,Legendary
"Uro, Titan of Nature's Wrath","G, U",Escape,Legendary
Arasta of the Endless Web,G,Reach,Legendary
Nyxbloom Ancient,G,Trample,
Gravebreaker Lamia,B,Lifelink,
Shadowspear,,Equip,Legendary
Idyllic Tutor,W,,
Bronzehide Lion,"G, W",,
"Taranika, Akroan Veteran",W,Vigilance,Legendary
Underworld Breach,R,,
"Athreos, Shroud-Veiled","B, W",Indestructible,Legendary
Arasta of the Endless Web,G,Reach,Legendary
"Vivien, Monsters' Advocate",G,,Legendary
"Lukka, Coppercoat Outcast",R,,Legendary
Narset of the Ancient Way,"R, U, W",,Legendary
General Kudro of Drannith,"B, W",,Legendary
"Winota, Joiner of Forces","R, W",,Legendary
"Chevill, Bane of Monsters","B, G",Deathtouch,Legendary
"Jegantha, the Wellspring","B, G, R, U, W",Companion,Legendary
"Umori, the Collector","B, G",Companion,Legendary
Frondland Felidar,"G, W",Vigilance,
Labyrinth Raptor,"B, R",Menace,
Skycat Sovereign,"U, W",Flying,
Quartzwood Crasher,"G, R",Trample,
Slitherwisp,"B, U",Flash,
Mythos of Brokkos,"B, G, U",,
Mythos of Nethroi,"B, G, W",,
Mythos of Snapdax,"B, R, W",,
Mythos of Vadrok,"R, U, W",,
Mythos of Illuna,"G, R, U",Fight,
Death's Oasis,"B, G, W",Mill,
Whirlwind of Thought,"R, U, W",,
Titans' Nest,"B, G, U",Surveil,
Offspring's Revenge,"B, R, W",,
Song of Creation,"G, R, U",,
Lurrus of the Dream-Den,"B, W","Companion, Lifelink",Legendary
"Keruga, the Macrosage","G, U",Companion,Legendary
"Kogla, the Titan Ape",G,Fight,Legendary
"Kinnan, Bonder Prodigy","G, U",,Legendary
The Ozolith,,,Legendary
Fiend Artisan,"B, G",,
Shark Typhoon,U,Cycling,
"Gyruda, Doom of Depths","B, U","Companion, Mill",Legendary
"Kaheera, the Orphanguard","G, W","Companion, Vigilance",Legendary
"Obosh, the Preypiercer","B, R",Companion,Legendary
"Yorion, Sky Nomad","U, W","Companion, Flying",Legendary
"Zirda, the Dawnwaker","R, W",Companion,Legendary
Drannith Magistrate,W,,
Luminous Broodmoth,W,Flying,
Voracious Greatshark,U,Flash,
Hunted Nightmare,B,Menace,
"Rielle, the Everwise","R, U",,Legendary
Colossification,G,Enchant,
Extinction Event,B,,
"Lutri, the Spellchaser","R, U","Companion, Flash",Legendary
Unpredictable Cyclone,R,Cycling,
Crystalline Giant,,,
Lavabrink Venturer,W,,
"Yidaro, Wandering Monster",R,"Cycling, Haste, Trample",Legendary
Ruinous Ultimatum,"B, R, W",,
Eerie Ultimatum,"B, G, W",,
Emergent Ultimatum,"B, G, U",,
Inspired Ultimatum,"R, U, W",,
Genesis Ultimatum,"G, R, U",,
Bonders' Enclave,,,
"Nethroi, Apex of Death","B, G, W","Deathtouch, Lifelink, Mutate",Legendary
"Vadrok, Apex of Thunder","R, U, W","First strike, Flying, Mutate",Legendary
"Brokkos, Apex of Forever","B, G, U","Mutate, Trample",Legendary
"Snapdax, Apex of the Hunt","B, R, W","Double strike, Mutate",Legendary
"Illuna, Apex of Wishes","G, R, U","Flying, Mutate, Trample",Legendary
Luminous Broodmoth,W,Flying,
Gemrazer,G,"Mutate, Reach, Trample",
"Gyruda, Doom of Depths","B, U","Companion, Mill",Legendary
"Yidaro, Wandering Monster",R,"Cycling, Haste, Trample",Legendary
Void Beckoner,B,"Cycling, Deathtouch",
Titanoth Rex,G,"Cycling, Trample",
Huntmaster Liger,W,Mutate,
Everquill Phoenix,R,"Flying, Mutate",
Pollywog Symbiote,U,,
Sprite Dragon,"R, U","Flying, Haste",
Dirge Bat,B,"Flash, Flying, Mutate",
Crystalline Giant,,,
Mysterious Egg,,,
Colossification,G,Enchant,
Raugrin Triome,"R, U, W",Cycling,
Indatha Triome,"B, G, W",Cycling,
Zagoth Triome,"B, G, U",Cycling,
Savai Triome,"B, R, W",Cycling,
Ketria Triome,"G, R, U",Cycling,
Majestic Auricorn,W,"Mutate, Vigilance",
Necropanther,"B, W",Mutate,
Dreamtail Heron,U,"Flying, Mutate",
Lore Drakkis,"R, U",Mutate,
Chittering Harvester,B,Mutate,
Boneyard Lurker,"B, G",Mutate,
Porcuparrot,R,Mutate,
Regal Leosaur,"R, W",Mutate,
Glowstone Recluse,G,"Mutate, Reach",
Trumpeting Gnarr,"G, U",Mutate,
Vulpikeet,W,"Flying, Mutate",
Pouncing Shoreshark,U,"Flash, Mutate",
Cavern Whisperer,B,"Menace, Mutate",
Cloudpiercer,R,"Mutate, Reach",
Migratory Greathorn,G,Mutate,
"Nethroi, Apex of Death","B, G, W","Deathtouch, Lifelink, Mutate",Legendary
"Vadrok, Apex of Thunder","R, U, W","First strike, Flying, Mutate",Legendary
"Brokkos, Apex of Forever","B, G, U","Mutate, Trample",Legendary
"Snapdax, Apex of the Hunt","B, R, W","Double strike, Mutate",Legendary
"Illuna, Apex of Wishes","G, R, U","Flying, Mutate, Trample",Legendary
Cubwarden,W,"Lifelink, Mutate",
Sea-Dasher Octopus,U,"Flash, Mutate",
Dirge Bat,B,"Flash, Flying, Mutate",
Everquill Phoenix,R,"Flying, Mutate",
Gemrazer,G,"Mutate, Reach, Trample",
Parcelbeast,"G, U",Mutate,
Archipelagore,U,Mutate,
Insatiable Hemophage,B,"Deathtouch, Mutate",
Huntmaster Liger,W,Mutate,
Auspicious Starrix,G,Mutate,
Terramorphic Expanse,,,
Plains,W,,Basic
Plains,W,,Basic
Plains,W,,Basic
Plains,W,,Basic
Plains,W,,Basic
Plains,W,,Basic
Plains,W,,Basic
Plains,W,,Basic
Island,U,,Basic
Island,U,,Basic
Island,U,,Basic
Island,U,,Basic
Island,U,,Basic
Swamp,B,,Basic
Swamp,B,,Basic
Swamp,B,,Basic
Swamp,B,,Basic
Mountain,R,,Basic
Mountain,R,,Basic
Mountain,R,,Basic
Mountain,R,,Basic
Forest,G,,Basic
Forest,G,,Basic
Forest,G,,Basic
Forest,G,,Basic
Island,U,,Basic
Island,U,,Basic
Island,U,,Basic
Swamp,B,,Basic
Swamp,B,,Basic
Swamp,B,,Basic
Swamp,B,,Basic
Mountain,R,,Basic
Mountain,R,,Basic
Mountain,R,,Basic
Mountain,R,,Basic
Forest,G,,Basic
Forest,G,,Basic
Forest,G,,Basic
Forest,G,,Basic
Pack Leader,W,,
Scavenging Ooze,G,,
Massacre Wurm,B,,
Solemn Simulacrum,,,
Containment Priest,W,Flash,
Cultivate,G,,
Grim Tutor,B,,
"Mangara, the Diplomat",W,Lifelink,Legendary
Pack Leader,W,,
Speaker of the Heavens,W,"Lifelink, Vigilance",
Glorious Anthem,W,,
Idol of Endurance,W,,
Runed Halo,W,,
Temple of Silence,"B, W",Scry,
Nine Lives,W,Hexproof,
Ghostly Pilferer,U,,
"Barrin, Tolarian Archmage",U,,Legendary
Stormwing Entity,U,"Flying, Prowess, Scry",
Sublime Epiphany,U,,
Shacklegeist,U,Flying,
Temple of Epiphany,"R, U",Scry,
Discontinuity,U,,
"Vito, Thorn of the Dusk Rose",B,,Legendary
Hooded Blightfang,B,Deathtouch,
Thieves' Guild Enforcer,B,"Flash, Mill",
Necromentia,B,,
Peer into the Abyss,B,,
Temple of Malady,"B, G",Scry,
"Gadrak, the Crown-Scourge",R,"Flying, Treasure",Legendary
Conspicuous Snoop,R,,
Transmogrify,R,,
Volcanic Salvo,R,,
Brash Taunter,R,"Fight, Indestructible",
Terror of the Peaks,R,Flying,
Temple of Triumph,"R, W",Scry,
Double Vision,R,,
"Jolrael, Mwonvuli Recluse",G,,Legendary
"Azusa, Lost but Seeking",G,,Legendary
Sporeweb Weaver,G,"Hexproof, Hexproof from, Reach",
Heroic Intervention,G,,
Primal Might,G,Fight,
Temple of Mystery,"G, U",Scry,
Elder Gargaroth,G,"Reach, Trample, Vigilance",
Fabled Passage,,,
Sparkhunter Masticore,,Protection,
Baneslayer Angel,W,"First strike, Flying, Lifelink, Protection",
Fiery Emancipation,R,,
Chromatic Orrery,,,Legendary
Feline Sovereign,G,,
"Subira, Tulzidi Caravanner",R,Haste,Legendary
Mazemind Tome,,Scry,
Animal Sanctuary,,,
"Kaervek, the Spiteful",B,,Legendary
"Radha, Heart of Keld","G, R",,Legendary
"Niambi, Esteemed Speaker","U, W",Flash,Legendary
Sanctum of All,"B, G, R, U, W",,Legendary
See the Truth,U,,
Pursued Whale,U,,
Demonic Embrace,B,Enchant,
Expedition Map,,,
Fatal Push,B,Revolt,
Crop Rotation,G,,
Lightning Greaves,,Equip,
Urza's Tower,,,
Urza's Mine,,,
Urza's Power Plant,,,
Stoneforge Mystic,W,,
Cyclonic Rift,U,Overload,
Academy Ruins,U,,Legendary
Council's Judgment,W,Will of the council,
Goblin Guide,R,Haste,
Blood Moon,R,,
Noble Hierarch,"G, U, W",Exalted,
Phyrexian Metamorph,U,,
Meddling Mage,"U, W",,
Toxic Deluge,B,,
Brainstorm,U,,
Thoughtseize,B,,
Exploration,G,,
Mana Crypt,,,
Force of Will,U,,
Blightsteel Colossus,,"Indestructible, Infect, Trample",
Sword of War and Peace,,Equip,
Sword of Feast and Famine,,Equip,
Sword of Body and Mind,,"Equip, Mill",
Sword of Light and Shadow,,Equip,
Sword of Fire and Ice,,Equip,
Mox Opal,,Metalcraft,Legendary
Wurmcoil Engine,,"Deathtouch, Lifelink",
Batterskull,,"Equip, Living weapon",
Dark Confidant,B,,
"Avacyn, Angel of Hope",W,"Flying, Indestructible, Vigilance",Legendary
Sneak Attack,R,,
Doubling Season,G,,
Kaalia of the Vast,"B, R, W",Flying,Legendary
Chrome Mox,,Imprint,
"Atraxa, Praetors' Voice","B, G, U, W","Deathtouch, Flying, Lifelink, Proliferate, Vigilance",Legendary
Karn Liberated,,,Legendary
"Jace, the Mind Sculptor",U,,Legendary
Chord of Calling,G,Convoke,
Wrath of God,W,,
Krosan Verge,,,
Harmonize,G,,
Myriad Landscape,,,
Fearless Fledgling,W,Landfall,
Canopy Baloth,G,Landfall,
Felidar Retreat,W,Landfall,
Prowling Felidar,W,"Landfall, Vigilance",
Skyclave Squid,U,"Defender, Landfall",
Dreadwurm,B,Landfall,
Spitfire Lagac,R,Landfall,
Akoum Hellhound,R,Landfall,
Kazandu Nectarpot,G,Landfall,
"Moraug, Fury of Akoum",R,Landfall,Legendary
Ruin Crab,U,"Landfall, Mill",
Skyclave Geopede,R,"Landfall, Trample",
Makindi Ox,W,Landfall,
Canyon Jerboa,W,Landfall,
Territorial Scythecat,G,"Landfall, Trample",
Lotus Cobra,G,Landfall,
Skyclave Pick-Axe,G,"Equip, Landfall",
Brushfire Elemental,"G, R","Haste, Landfall",
Skyclave Shade,B,"Kicker, Landfall",
Valakut Exploration,R,Landfall,
"Omnath, Locus of Creation","G, R, U, W",Landfall,Legendary
Scute Swarm,G,Landfall,
"Phylath, World Sculptor","G, R",Landfall,Legendary
Lithoform Engine,,,Legendary
Coveted Prize,B,,
"Orah, Skyclave Hierophant","B, W",Lifelink,Legendary
Inscription of Abundance,G,"Fight, Kicker",
Skyclave Relic,,"Indestructible, Kicker",
Crawling Barrens,,,
Nighthawk Scavenger,B,"Deathtouch, Flying, Lifelink",
"Charix, the Raging Isle",U,,Legendary
Nahiri's Lithoforming,R,,
Swarm Shambler,G,,
"Drana, the Last Bloodchief",B,Flying,Legendary
Nimble Trapfinder,U,,
Master of Winds,U,Flying,
Coralhelm Chronicler,U,,
Shatterskull Charger,R,"Haste, Kicker, Trample",
Tajuru Paragon,G,Kicker,
Legion Angel,W,Flying,
Cragplate Baloth,G,"Haste, Hexproof, Kicker",
Thieving Skydiver,U,"Flying, Kicker",
Nullpriest of Oblivion,B,"Kicker, Lifelink, Menace",
Maul of the Skyclaves,W,Equip,
Archpriest of Iona,W,,
Magmatic Channeler,R,,
"Taborax, Hope's Demise",B,Flying,Legendary
Oran-Rief Ooze,G,,
Ancient Greenwarden,G,Reach,
Maddening Cacophony,U,"Kicker, Mill",
Leyline Tyrant,R,Flying,
"Ashaya, Soul of the Wild",G,,Legendary
Forsaken Monument,,,Legendary
Throne of Makindi,,,
Myriad Construct,,Kicker,
Angel of Destiny,W,"Double strike, Flying",
"Tazri, Beacon of Unity","B, G, R, U, W",,Legendary
Sea Gate Stormcaller,U,Kicker,
Scourge of the Skyclaves,B,Kicker,
Kargan Intimidator,R,,
Wayward Guide-Beast,R,"Haste, Trample",
Inscription of Ruin,B,Kicker,
Shadows' Verdict,B,,
Inscription of Insight,U,"Kicker, Scry",
Squad Commander,W,,
"Kaza, Roil Chaser","R, U","Flying, Haste",Legendary
"Akiri, Fearless Voyager","R, W",,Legendary
"Zareth San, the Trickster","B, U",Flash,Legendary
Luminarch Aspirant,W,,
"Linvala, Shield of Sea Gate","U, W",Flying,Legendary
"Zagras, Thief of Heartbeats","B, R","Deathtouch, Flying, Haste",Legendary
"Yasharn, Implacable Earth","G, W",,Legendary
"Verazol, the Split Current","G, U",,Legendary
"Grakmaw, Skyclave Ravager","B, G",,Legendary
Skyclave Apparition,W,,
Archon of Emeria,W,Flying,
Confounding Conundrum,U,,
Soul Shatter,B,,
Roiling Vortex,R,,
Relic Robber,R,Haste,
"Obuun, Mul Daya Ancestor","G, R, W",Landfall,Legendary
"Anowon, the Ruin Thief","B, U",Mill,Legendary
"Nahiri, Heir of the Ancients","R, W",,Legendary
Nissa of Shadowed Boughs,"B, G",Landfall,Legendary
"Jace, Mirror Mage",U,"Kicker, Scry",Legendary
Kazandu Mammoth // Kazandu Valley,G,Landfall,
Kazandu Mammoth // Kazandu Valley,G,,
Brightclimb Pathway // Grimclimb Pathway,"B, W",,
Brightclimb Pathway // Grimclimb Pathway,"B, W",,
Riverglide Pathway // Lavaglide Pathway,"R, U",,
Riverglide Pathway // Lavaglide Pathway,"R, U",,
Branchloft Pathway // Boulderloft Pathway,"G, W",,
Branchloft Pathway // Boulderloft Pathway,"G, W",,
Needleverge Pathway // Pillarverge Pathway,"R, W",,
Needleverge Pathway // Pillarverge Pathway,"R, W",,
Cragcrown Pathway // Timbercrown Pathway,"G, R",,
Cragcrown Pathway // Timbercrown Pathway,"G, R",,
Clearwater Pathway // Murkwater Pathway,"B, U",,
Clearwater Pathway // Murkwater Pathway,"B, U",,
"Emeria's Call // Emeria, Shattered Skyclave",W,,
"Emeria's Call // Emeria, Shattered Skyclave",W,,
"Sea Gate Restoration // Sea Gate, Reborn",U,,
"Sea Gate Restoration // Sea Gate, Reborn",U,,
"Agadeem's Awakening // Agadeem, the Undercrypt",B,,
"Agadeem's Awakening // Agadeem, the Undercrypt",B,,
"Shatterskull Smashing // Shatterskull, the Hammer Pass",R,,
"Shatterskull Smashing // Shatterskull, the Hammer Pass",R,,
"Turntimber Symbiosis // Turntimber, Serpentine Wood",G,,
"Turntimber Symbiosis // Turntimber, Serpentine Wood",G,,
Ondu Inversion // Ondu Skyruins,W,,
Ondu Inversion // Ondu Skyruins,W,,
Glasspool Mimic // Glasspool Shore,U,,
Glasspool Mimic // Glasspool Shore,U,,
Hagra Mauling // Hagra Broodpit,B,,
Hagra Mauling // Hagra Broodpit,B,,
Valakut Awakening // Valakut Stoneforge,R,,
Valakut Awakening // Valakut Stoneforge,R,,
Basri Ket,W,,Legendary
"Liliana, Waker of the Dead",B,,Legendary
"Chandra, Heart of Fire",R,,Legendary
"Teferi, Master of Time",U,,Legendary
"Ugin, the Spirit Dragon",,,Legendary
"Garruk, Unleashed",G,,Legendary
"Tevesh Szat, Doom of Fools",B,Partner,Legendary
"Jeska, Thrice Reborn",R,Partner,Legendary
Undergrowth Stadium,"B, G",,
Rejuvenating Springs,"G, U",,
Training Center,"R, U",,
Spectator Seating,"R, W",,
Vault of Champions,"B, W",,
Wheel of Misfortune,R,,
Horizon Stone,,,
Nevinyrral's Disk,,,
Biowaste Blob,G,,
Profane Transfusion,B,,
Promise of Tomorrow,W,,
Flamekin Herald,R,,
Court of Bounty,G,,
Court of Ire,R,,
Court of Ambition,B,,
Court of Cunning,U,Mill,
Court of Grace,W,,
Magus of the Order,G,,
Dawnglade Regent,G,,
Commander's Plate,,Equip,
Body of Knowledge,U,,
Sphinx of the Second Sun,U,Flying,
Rakshasa Debaser,B,Encore,
Hellkite Courser,R,Flying,
Reshape the Earth,G,,
Apex Devastator,G,Cascade,
Archon of Coronation,W,Flying,
Bladegriff Prototype,,Flying,
Slash the Ranks,W,,
Wrong Turn,U,,
Necrotic Hex,B,,
Emberwilde Captain,R,,
Sweet-Gum Recluse,G,"Cascade, Flash, Reach",
Keeper of the Accord,W,,
Laboratory Drudge,U,,
Hullbreacher,U,"Flash, Treasure",
Mnemonic Deluge,U,,
Nightshade Harvester,B,,
Aurora Phoenix,R,"Cascade, Flying",
Soulfire Eruption,R,,
Rootweaver Druid,G,,
War Room,,,
Phyrexian Triniform,,Encore,
Elvish Dreadlord,B,"Deathtouch, Encore",
Sakashima's Protege,U,"Cascade, Flash",
Armored Skyhunter,W,Flying,
Jeweled Lotus,,,
Amphin Mutineer,U,Encore,
Coercive Recruiter,R,,
